用户id,是否遇到网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,注明内容,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,注明内容.1,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,学习强国,其他，请注明.3,注明内容.2,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,注明内容.3,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,学习强国.1,其他，请注明.5,注明内容.4,全部网页或APP都慢,脱网次数,上网质差次数,微信质差次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
1354,1,-1,2,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,325,0,华为,YAL-AL10,95.39,325,89.1,183,2.39261277029362e-06,15882219,38,否,三星,否
1355,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,3,0,否,男,4G,否,0.0,是,0.0,0.0,489,0,华为,SEA-AL10,42.0,489,42.0,649,3.57924028186984e-06,19277834,69,否,三星,是
1356,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,女,5G,否,0.0,是,0.0,0.0,64,0,小米科技,M2102J2SC,59.0,64,62.42,157,0.0,10236411,0,是,三星,否
1357,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,19,2,0,否,男,5G,是,0.0,是,0.0,0.0,19,0,步步高,V2012A,10.0,19,10.0,156,0.0,5670552,0,是,三星,否
1358,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,0,0,否,男,4G,否,0.0,是,0.0,0.0882352941176471,442,39,苹果,iPhone 8 A1907,79.0,442,77.23,354,0.0220574217843964,41251104,909893,否,三星,否
1359,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,5,否,性别不详,4G,否,0.0,是,0.0,0.0,162,0,华为,ELE-AL00,25.15,162,26.15,71,0.0,17539572,0,否,三星,否
1360,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,24,0,0,否,女,4G,否,0.0,是,0.0,0.0,114,0,苹果,A2223,85.1,114,85.2,103,0.0,2360216,0,否,三星,否
1361,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,6,0,0,否,女,5G,否,0.0,是,0.0,0.0,200,0,苹果,A2404,40.09,200,53.05,167,0.0,13004388,0,是,三星,否
1362,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,0,1,0,否,女,5G,否,0.0,是,0.0,0.0,72,0,苹果,A2639,8.0,72,8.0,39,0.0,3290113,0,是,三星,否
1363,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,1,2,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,3,4,-1,6,-1,8,-1,-1,,-1,10,2,0,否,男,4G,否,0.0,是,0.0,0.0,91,0,苹果,iPhone 8 Plus A1864,50.0,91,50.0,143,0.0,36088160,0,否,三星,否
1364,1,-1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,51,0,华为,MAR-AL00,21.0,51,21.0,26,0.0,18073265,0,否,准星,否
1365,1,-1,-1,-1,-1,-1,-1,-1,98,地铁上,-1,-1,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,4,1,12,否,男,4G,否,0.0,是,0.0,0.0,197,0,华为,YAL-AL00,21.0,197,21.0,163,0.0,28472790,0,否,三星,否
1366,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,1,否,男,4G,否,0.0,是,0.0,0.0,204,0,华为,JSN-AL00a,20.0,204,20.0,106,0.0,2114528,0,否,三星,否
1367,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,78,3,6,否,女,4G,否,0.0,是,0.0,0.0,83,0,小米科技,M1901F7BE,51.6,83,53.48,112,0.0,45704788,0,否,三星,否
1368,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,16,0,0,否,男,4G,否,0.0,是,0.0,0.0,34,0,华为,ALP-AL00,29.0,34,29.0,16,0.0,24212515,0,否,二星,否
1369,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,60,0,0,否,女,4G,否,0.0,是,0.0,0.0,1479,0,苹果,A2104,110.0,1479,90.0,2273,0.0,9013184,0,否,银卡,否
1370,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,64,0,华为,OXF-AN00,18.0,64,18.0,46,0.0,1205291,0,是,三星,否
1371,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,0,0,否,男,4G,否,0.0,是,0.0,0.0,41,0,华为,ASK-AL00x,23.3,41,23.0,41,0.0,10421717,0,否,三星,否
1372,1,-1,2,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,891,0,华为,JSN-AL00,45.0,891,39.83,887,0.00122313037768828,6841462,8368,否,三星,否
1373,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,91,0,苹果,A2634,21.0,91,21.0,84,0.0,22426125,0,是,一星,否
1374,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,6,0,0,否,男,5G,否,0.0,是,0.0,0.0,290,0,小米科技,M2012K11AC,51.0,290,51.0,348,0.0,2239828,0,是,三星,否
1375,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,132,0,华为,CLT-AL00,50.0,132,50.0,74,0.0,9566308,0,否,二星,否
1376,1,1,2,-1,4,5,6,7,-1,,1,-1,3,4,-1,,1,2,3,4,-1,-1,,1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,6,-1,-1,9,-1,-1,,-1,1,-1,3,-1,5,6,-1,8,-1,-1,,-1,8,0,0,否,男,4G,否,0.0,是,0.0,0.0,75,0,小米科技,M1810E5E,29.8,75,30.0,56,0.0,1655289,0,否,三星,否
1377,1,1,-1,-1,-1,5,6,7,-1,,1,2,3,4,-1,,1,2,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,6,0,3,否,女,4G,否,0.0,是,0.0,0.0,501,0,华为,ALP-AL00,37.15,501,35.0,361,0.0,13851655,0,否,三星,否
1378,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,16,0,否,性别不详,4G,否,0.0,是,0.0,0.0,145,0,苹果,A2104,30.0,145,31.0,111,0.0,6708682,0,否,三星,否
1379,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,9,0,0,否,男,4G,否,0.0,是,0.0,0.0,574,0,苹果,A2108,309.0,574,309.0,1081,0.0,121415072,0,否,白金卡,否
1380,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,65,0,0,否,男,4G,否,0.0,是,0.0,0.0,199,0,华为,NAM-AL00,25.0,199,41.0,222,0.0,3553880,0,否,三星,否
1381,1,-1,-1,-1,-1,-1,-1,7,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,76,0,1,否,男,5G,否,0.0,是,0.0,0.0909090909090909,22,2,苹果,A2639,111.0,22,111.0,27,0.00401410929937868,15705103,63042,是,银卡,否
1382,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,8,0,0,否,女,5G,否,0.0,是,0.0,0.0,100,0,苹果,A2644,108.3,100,108.0,41,0.0,30768332,0,是,三星,是
1383,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,6,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,5,0,小米科技,M2101K9C,19.0,5,19.0,2,0.0,1145209,0,否,准星,否
1384,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,15,2,2,否,男,5G,否,0.0,是,0.0,0.0,219,0,小米科技,M2102K1AC,140.0,219,140.0,133,0.0,39067465,0,是,银卡,否
1385,1,-1,-1,-1,-1,-1,-1,-1,98,山区,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,男,4G,否,38.88,是,10.0,0.0,101,0,华为,YAL-AL10,62.0,101,46.0,72,0.000524454126052925,25302499,13270,否,三星,否
1386,1,1,2,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,性别不详,5G,否,142.92,是,3.0,0.0,6,0,步步高,V2162A,22.0,6,20.0,1,0.0,5948772,0,是,准星,否
1387,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,4G,否,0.0,是,0.0,0.0,48,0,步步高,V2106A,48.0,48,48.0,29,0.0,19929116,0,否,三星,否
1388,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,6,0,0,否,男,5G,否,0.0,是,0.0,0.0,257,0,华为,ELS-AN10,75.1,257,70.3,203,0.0,35833088,0,是,三星,是
1389,1,1,2,-1,-1,5,6,-1,-1,,-1,2,3,4,-1,,1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,95,2,1,否,男,4G,否,0.0,是,0.0,0.0,131,0,华为,BLA-AL00,42.56,131,35.96,48,0.0,10758036,0,否,三星,否
1390,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,80,0,小米科技,M2001J2C,8.0,80,8.0,22,0.0,1168781,0,是,二星,否
1391,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,1,2,3,4,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,9,-1,-1,,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,98,约战竞技场,-1,1,-1,3,4,-1,-1,-1,-1,-1,-1,,-1,1,7,40,否,男,4G,否,0.0,是,0.0,0.0,71,0,苹果,iPhone X A1865,50.0,71,50.0,149,0.0,69961251,0,否,三星,否
1392,1,1,2,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,28,4,0,否,男,5G,否,0.0,是,0.0,0.0,124,0,万普拉斯,IN2010,156.9,124,57.9,139,0.00176749663601195,23344316,41261,是,三星,否
1393,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,247,0,苹果,A2634,58.0,247,58.0,416,0.0,9986588,0,否,三星,是
1394,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,0.0,是,0.0,0.0,8,0,华为,BMH-AN10,38.0,8,38.0,13,0.0,6095312,0,是,三星,否
1395,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,性别不详,5G,是,0.0,是,0.0,0.0,310,0,小米科技,M2102J2SC,90.1,310,90.0,251,3.55384920250202e-08,28138504,1,是,银卡,否
1396,1,-1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,1,否,女,5G,否,0.0,是,0.0,0.0,92,0,苹果,A2634,25.15,92,25.3,51,0.0,4520372,0,是,三星,否
1397,1,1,-1,-1,-1,5,-1,-1,98,机场,1,2,3,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,小程序等等,-1,0,0,0,否,男,5G,否,0.0,是,0.0,0.452380952380952,126,57,华为,NOH-AN00,21.0,126,21.0,84,0.355187739935993,45095360,16017319,是,一星,否
1398,1,-1,2,-1,-1,5,-1,-1,98,有时候说不清什么地方。,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,36,1,0,否,男,4G,否,0.0,是,0.0,0.0,278,0,华为,YAL-AL10,94.0,278,97.03,395,0.0,14204416,0,否,三星,否
1399,1,-1,-1,-1,4,5,-1,7,-1,,-1,2,3,4,-1,,1,-1,3,-1,5,-1,,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,6,-1,8,-1,-1,,-1,16,0,2,否,男,4G,否,0.0,是,0.0,0.0,129,0,华为,ELE-AL00,24.0,129,24.1,135,0.0,15022116,0,否,三星,否
1400,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,3,1,0,否,男,5G,否,0.0,是,0.0,0.0,61,0,苹果,A2639,54.0,61,54.0,70,0.0,21580648,0,是,三星,否
1401,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,-1,2,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,10,0,0,否,男,5G,否,0.0,是,0.0,0.0,26,0,苹果,A2644,48.0,26,48.0,44,0.0,31761963,0,是,三星,否
1402,1,1,2,-1,4,-1,-1,7,-1,,1,2,3,4,-1,,1,-1,3,4,5,-1,,-1,2,-1,-1,-1,6,-1,-1,-1,10,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,4,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,女,5G,否,151.96,是,20.0,0.0,477,0,小米科技,M2012K11AC,51.92,477,28.6,439,0.0,23445461,0,是,三星,否
1403,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,103,0,欧珀,PACM00,25.0,103,18.0,312,0.0,4533973,0,否,二星,否
1404,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,4,0,0,否,性别不详,4G,否,0.0,是,0.0,0.0,3,0,苹果,iPhone 8 Plus A1864,15.2,3,15.88,20,0.0,1371107,0,否,三星,否
1405,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,,1,-1,3,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,141,0,华为,POT-AL00a,26.52,141,25.0,51,0.0,1424178,0,否,二星,否
1406,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,38,0,2,否,男,4G,否,0.0,是,0.0,0.0,216,0,华为,NOH-AN00,65.0,216,65.0,88,9.81960451309023e-06,6415737,63,否,三星,否
1407,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,否,男,4G,否,0.0,是,0.0,0.0,4,0,万普拉斯,LE2120,8.0,4,8.0,17,0.0,2364081,0,否,三星,否
