用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,重定向次数,重定向驻留时长,家宽投诉,资费投诉,4\5G用户,语音方式,是否关怀用户,是否去过营业厅,ARPU（家庭宽带）,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,是否实名登记用户,客户星级标识,当月欠费金额,前第3个月欠费金额
4724,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,240.0,5121.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,666,0,欧珀,PEQM00,66.3,666,0.0,749,0.0,23048178,0,是,否,三星,0.0,0.0
4725,8,8,8,8,1,1,-1,-1,4,-1,6,-1,-1,,-1,-1,3,4,-1,6,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,248,0,步步高,V1813A,47.77,248,0.0,294,0.0,15994819,0,否,否,三星,0.0,0.0
4726,10,6,9,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,775,0,苹果,iPhone 8 Plus A1899,60.0,775,0.0,793,0.0,3872311,0,否,否,三星,0.0,0.0
4727,10,9,9,9,1,1,-1,-1,-1,5,-1,-1,-1,,-1,2,3,4,-1,-1,-1,,0,9,2,684.0,17940.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,1432,0,华为,LIO-AN00,135.0,1432,0.0,745,0.0,13589372,0,是,否,银卡,0.0,0.0
4728,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,83.0,2260.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,653,0,华为,NOH-AN00,88.0,653,0.0,551,0.0,14374827,0,是,否,三星,0.0,0.0
4729,8,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,337,0,苹果,A2298,49.0,337,0.0,242,0.0,20207440,0,否,否,二星,0.0,0.0
4730,9,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,94.0,2400.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,712,0,华为,BMH_AN20,82.0,712,0.0,858,0.0,5213039,0,是,否,三星,0.0,0.0
4731,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,316.0,9941.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,894,0,华为,LIO-AN00,210.0,894,0.0,866,0.0,65866075,0,是,否,白金卡,0.0,0.0
4732,7,7,7,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,251,0,步步高,V2034A,111.0,251,0.0,226,0.0,3610784,0,否,否,银卡,0.0,0.0
4733,9,8,9,9,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,6,-1,,0,2,1,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,251,0,步步高,V1829A,45.1,251,0.0,755,0.0,21524419,0,否,否,三星,0.0,0.0
4734,8,10,9,6,1,-1,-1,-1,-1,-1,-1,-1,98,北京环路三环四环,-1,-1,-1,4,-1,6,-1,,0,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,880,0,苹果,A2104,94.27,880,0.0,474,0.0,16916270,0,否,否,三星,0.0,0.0
4735,10,9,10,10,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,1024.32,是,278.3,0.0,346,0,苹果,iPhone 7Plus A1661,344.38,346,0.0,379,0.0,7773208,0,否,否,三星,0.0,0.0
4736,10,9,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,145,0,华为,PAR-AL00,29.8,145,0.0,158,0.0,5014679,0,否,否,三星,0.0,0.0
4737,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,460.0,13706.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,537,0,苹果,A2634,158.85,537,0.0,492,0.0,5579214,0,是,否,银卡,0.0,0.0
4738,10,10,10,10,1,-1,-1,-1,-1,-1,-1,7,98,电梯里,-1,-1,3,-1,-1,6,-1,,0,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,222,0,步步高,V2073A,69.3,222,0.0,550,0.0,4574035,0,是,是,三星,0.0,0.0
4739,9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,780,0,小米科技,M1902F1A,48.0,780,0.0,1846,0.0,15215967,0,否,否,三星,0.0,0.0
4740,6,6,6,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,89.0,1424.0,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,229,0,realme,RMX3366,10.0,229,0.0,244,0.0,5290520,0,是,否,三星,0.0,0.0
4741,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,121,0,华为,AQM-AL10,63.9,121,0.0,93,0.0,52406453,0,否,否,三星,0.0,0.0
4742,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,267,0,华为,BLN-AL10,36.13,267,0.0,108,0.0,1981757,0,否,否,三星,0.0,0.0
4743,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,1,,,0,0,5G,EPSFB,,,9.0,0.0,是,0.0,0.0,898,0,华为,ELS-AN00,75.0,898,9.0,251,0.0,19067434,0,是,否,三星,0.0,0.0
4744,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,2,2,1242.0,37658.0,0,0,5G,EPSFB,,是,0.0,0.0,是,0.0,0.0,455,0,苹果,A2639,42.69,455,0.0,438,0.0,84165555,0,是,否,二星,0.0,0.0
4745,10,10,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.29,0.0,144,0,欧珀,OPPO R11,11.29,144,0.0,82,0.0,65490,0,否,否,三星,0.0,0.0
4746,10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,3,4,-1,-1,-1,,6,0,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,60.0,0.0,162,0,小米科技,M2103K19C,126.46,162,0.0,254,0.0,18902318,0,否,是,二星,0.0,0.0
4747,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,2,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,191,0,苹果,A2223,34.56,191,0.0,168,0.0,24576413,0,否,否,三星,0.0,0.0
4748,10,8,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,0,6,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,144,0,苹果,A2108,56.0,144,0.0,87,0.0,14660297,0,否,否,三星,0.0,0.0
4749,9,9,9,10,1,1,-1,-1,-1,5,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,6,0,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,255,0,苹果,iPhone XR (A1984),40.79,255,0.0,247,0.0,4254159,0,否,否,三星,0.0,0.0
4750,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,214.0,3588.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,292,0,华为,TAS-AN00,108.8,292,0.0,284,0.0,46700358,0,是,否,三星,0.0,0.0
4751,3,3,4,3,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,266,0,华为,VOG-AL00,0.95,266,0.0,253,0.0,3690064,0,否,是,准星,0.0,0.0
4752,5,5,8,3,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,59,0,华为,ELE-AL00,10.2,59,0.0,117,0.0,30228,0,否,否,三星,0.0,0.0
4753,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,383,0,华为,ALP-AL00,88.0,383,0.0,389,0.0,2313859,0,否,是,三星,0.0,0.0
4754,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,164,0,华为,MHA-AL00,39.1,164,0.0,360,0.0,2381132,0,否,否,三星,0.0,0.0
4755,1,5,5,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,2G,GSM,,是,0.0,0.0,否,0.0,0.0,58,0,小米科技,M2006C3LC,69.0,58,0.0,1782,0.0,0,0,否,是,未评级,0.0,0.0
4756,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,10,0,,,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,749,0,华为,DVC-AN20,19.0,749,0.0,112,0.0,4082033,0,是,否,三星,0.0,0.0
4757,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,157,0,华为,BAC-AL00,40.52,157,0.0,155,0.0,1636539,0,否,否,三星,0.0,0.0
4758,7,9,7,8,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,279,0,华为,HMA-AL00,128.1,279,0.0,139,0.0,3707286,0,否,否,银卡,0.0,0.0
4759,1,1,1,1,1,1,2,-1,-1,5,-1,-1,-1,,1,2,3,4,5,6,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,449,0,华为,JKM-AL00,120.0,449,0.0,257,0.0,12804375,0,否,否,未评级,0.0,0.0
4760,8,10,9,9,1,-1,-1,-1,-1,-1,-1,-1,98,高速公路,-1,-1,3,4,-1,-1,-1,,0,6,5,96.0,2112.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,1715,0,小米科技,M2102K1C,29.6,1715,0.0,1546,0.0,23916306,0,是,否,三星,0.0,0.0
4761,8,8,8,8,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,2,3,-1,-1,6,-1,,0,4,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,246,0,苹果,A2104,66.3,246,0.0,362,0.0,44390040,0,否,否,三星,0.0,0.0
4762,10,10,10,10,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,96,0,华为,ARE-AL00,60.0,96,0.0,118,0.0,24615916,0,否,否,三星,0.0,0.0
4763,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,171,0,华为,MED-AL00,20.09,171,0.0,175,0.0,101048,0,否,否,三星,0.0,0.0
4764,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,175,0,小米科技,M2011K2C,62.2,175,0.0,38,0.0,6175553,0,是,否,三星,0.0,0.0
4765,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,12,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,97,0,华为,ELE-AL00,58.0,97,0.0,234,0.0,2406919,0,否,是,三星,0.0,0.0
4766,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,320,0,华为,HMA-AL00,35.0,320,0.0,118,0.0,15789867,0,否,否,三星,0.0,0.0
4767,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,0,,,0,0,4G,VOLTE,是,,0.0,0.0,是,0.0,0.0,235,0,华为,VIE-AL10,49.0,235,0.0,162,0.0,2923447,0,否,否,三星,0.0,0.0
4768,8,8,7,6,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,360,0,华为,ELE-AL00,49.4,360,0.0,410,0.0,35070235,0,否,否,三星,0.0,0.0
4769,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,97,0,华为,TAS-AN00,10.15,97,0.0,217,0.0,2294611,0,是,否,三星,0.0,0.0
4770,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,45.0,0.0,32,0,苹果,iPhone X A1865,117.68,32,0.0,1409,0.0,31174,0,否,否,三星,0.0,0.0
4771,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,1009,0,华为,SPN-AL00,21.0,1009,0.0,958,0.0,2453999,0,否,否,三星,0.0,0.0
4772,10,10,10,9,1,1,-1,-1,-1,5,-1,7,-1,,1,-1,3,-1,-1,-1,-1,,0,4,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,214,0,华为,JAD-AL00,55.0,214,0.0,140,0.0,769061,0,否,否,三星,50.73,5.65
4773,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,21,2,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,416,0,华为,ANA-AN00,75.0,416,0.0,106,0.0,5635054,0,是,是,二星,0.0,0.0
4774,6,7,6,5,1,-1,-1,-1,-1,-1,-1,-1,98,行驶的车内,-1,2,3,-1,-1,6,-1,,0,1,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,441,0,小米科技,M2001G7AE,68.0,441,0.0,366,0.0,7166941,0,是,否,三星,0.0,12.11
4775,10,9,10,9,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,0,1,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,124,0,华为,ALP-AL00,88.29,124,0.0,301,0.0,2304721,0,否,否,三星,0.0,0.0
4776,1,2,1,1,1,1,2,3,4,5,6,7,98,你们无法和世界的先进的电信公司比较，你们挣的是垄断的钱，不是你们服务牛逼！,1,2,3,4,-1,6,98,这20年由于你们行业垄断，电信接受信号没有进步,0,0,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,723,0,苹果,A2104,180.6,723,0.0,1397,0.0,645919,0,否,否,银卡,161.68,0.0
4777,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,213,0,华为,HMA-AL00,79.2,213,0.0,108,0.0,27457304,0,否,否,三星,0.0,0.0
4778,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,41,0,0,238.0,10848.0,0,0,5G,EPSFB,,是,0.0,0.0,是,30.0,0.0,342,0,欧珀,PEPM00,189.0,342,0.0,299,0.0,55819147,0,是,否,三星,0.0,0.0
4779,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,1,74.0,1591.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,981,0,华为,NOH-AN00,113.3,981,0.0,747,0.0,12721490,0,是,否,三星,0.0,0.0
4780,10,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,110,0,苹果,A2223,55.3,110,0.0,175,0.0,46919311,0,否,否,三星,0.0,0.0
4781,8,8,8,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,169,0,苹果,A2217,65.0,169,0.0,180,0.0,10596287,0,否,是,三星,0.0,0.0
4782,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,11590,0,华为,ARS-AL00,30.0,11590,0.0,6200,0.0,3901141,0,否,否,三星,0.0,0.0
4783,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,3,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,159,0,小米科技,M2007J22C,60.0,159,0.0,181,0.0,6463375,0,是,否,三星,0.0,0.0
4784,10,10,10,10,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,115,0,华为,BKL-AL20,111.0,115,0.0,265,0.0,43012791,0,否,否,银卡,0.0,0.0
4785,9,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,0,0,76.0,1508.0,0,0,5G,EPSFB,,是,0.0,0.0,是,60.0,0.0,969,0,华为,LIO-AN00,152.16,969,0.0,1066,0.0,13187577,0,是,否,三星,0.0,0.0
4786,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,396,0,华为,VCE-AL00,100.1,396,0.0,485,0.0,12043567,0,否,否,三星,0.0,0.0
4787,10,10,10,10,1,1,-1,-1,4,-1,6,-1,-1,,1,-1,-1,4,-1,6,-1,,0,5,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,152,0,华为,FIG-AL10,109.0,152,0.0,270,0.0,20603522,0,否,否,三星,0.0,0.0
4788,9,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,250,0,华为,ELS-AN00,60.1,250,0.0,373,0.0,51313330,0,否,否,三星,0.0,0.0
4789,8,9,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,6,-1,,0,15,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,361,0,三星,SM-G9750,19.0,361,0.0,222,0.0,6304459,0,否,否,三星,0.0,0.0
4790,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,60,1,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,172,0,华为,KKG-AN00,102.9,172,0.0,198,0.0,17031617,0,否,是,三星,0.0,0.0
4791,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,0.0,是,30.0,0.0,615,0,步步高,V2121A,168.69,615,0.0,474,0.0,7440271,0,是,否,三星,0.0,0.0
4792,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,4,1,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,531,0,华为,TAS-AN00,108.6,531,0.0,511,0.0,7779546,0,否,否,银卡,0.0,0.0
4793,10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,858,0,步步高,V2148A,31.4,858,0.0,667,0.0,13850508,0,否,否,三星,0.0,0.0
4794,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,,,0,0,5G,EPSFB,,是,0.0,244.82,是,60.0,0.0,586,0,苹果,A2404,147.91,586,0.0,860,0.0,27494361,0,是,否,三星,0.0,0.0
4795,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,59,0,华为,TAS-AL00,43.0,59,0.0,134,0.0,21152936,0,否,否,二星,0.0,0.0
4796,10,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,11,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,357,0,0,0,116.01,357,0.0,611,0.0,8505569,0,否,否,银卡,108.59,125.62
4797,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,2,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,908,0,华为,TAS-AN00,104.04,908,0.0,352,0.0,363519,0,否,否,三星,0.0,0.0
4798,6,7,8,5,1,1,2,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,6,-1,,0,2,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,169,0,苹果,A2412,60.0,169,0.0,291,0.0,3706010,0,是,否,三星,0.0,0.0
4799,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,偶尔断线,1,-1,3,-1,-1,-1,-1,,0,2,1,61.0,1160.0,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,581,0,华为,TAS-AN00,58.0,581,0.0,382,0.0,1289692,0,是,否,三星,0.0,0.0
4800,4,5,5,7,1,1,2,-1,-1,5,-1,7,-1,,1,2,-1,4,-1,6,-1,,0,0,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,102,0,小米科技,M2007J1SC,20.0,102,0.0,161,0.0,320137,0,否,否,二星,0.0,0.0
4801,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,5,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,201,0,华为,TAS-AL00,38.0,201,0.0,157,0.0,11871356,0,否,否,三星,0.0,0.0
4802,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,587,0,苹果,A2412,72.0,587,0.0,1261,0.0,4694732,0,是,否,三星,0.0,0.0
4803,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,5,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,194,0,华为,VOG-AL10,45.0,194,0.0,181,0.0,19815016,0,否,否,三星,0.0,0.0
4804,10,10,10,10,1,1,-1,-1,-1,-1,-1,7,-1,,1,-1,3,4,-1,6,-1,,0,21,3,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,95,0,锤子,OE106,80.0,95,0.0,228,0.0,7603788,0,否,否,二星,0.0,0.0
4805,8,7,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,4,0,,,0,0,4G,VOLTE,,是,0.0,0.0,是,0.0,0.0,269,0,苹果,iPhone 7Plus A1661,68.0,269,0.0,280,0.0,14976003,0,否,否,三星,0.0,0.0
4806,5,9,7,5,1,1,-1,-1,-1,-1,-1,7,-1,,1,-1,3,4,-1,-1,-1,,0,0,0,44.0,1452.0,0,0,5G,EPSFB,是,,0.0,0.0,是,0.0,0.0,501,0,欧珀,PEPM00,130.0,501,0.0,483,0.0,5537894,0,是,否,银卡,0.0,0.0
4807,10,10,10,10,1,-1,-1,-1,-1,5,6,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,1,1,,,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,101,0,步步高,V2031A,25.0,101,0.0,160,0.0,2249987,0,是,否,三星,0.0,0.0
4808,10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,3,0,,,0,0,4G,VOLTE,,,0.0,0.0,是,0.0,0.0,95,0,小米科技,M1902F1A,39.0,95,0.0,105,0.0,16698842,0,否,否,三星,0.0,0.0
4809,10,10,10,10,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,3,4,-1,-1,-1,,0,0,0,,,0,0,4G,CSFB,,,0.0,0.0,是,0.0,0.0,388,0,华为,MHA-AL00,10.0,388,0.0,248,0.0,2264471,0,否,否,三星,0.0,0.0
4810,8,8,8,8,1,1,-1,-1,-1,5,6,-1,-1,,-1,2,-1,4,-1,-1,-1,,0,0,0,344.0,8794.0,0,0,5G,EPSFB,,,0.0,0.0,是,0.0,0.0,1031,0,华为,ELS-AN00,335.5,1031,0.0,1462,0.0,7566640,0,是,否,白金卡,0.0,0.0
4811,2,1,1,1,1,1,2,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,6,-1,,0,0,0,,,0,0,4G,CSFB,,是,0.0,0.0,是,0.0,0.0,997,0,苹果,iPhone X A1865,140.0,997,0.0,835,0.0,44797354,0,否,否,银卡,0.0,0.0
