用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
2135,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,51,1,否,男,4G,否,0.0,是,0.0,0.0,1710,0,苹果,iPhone 7Plus A1661,141.0,1710,108.21,1383,0.0,15255088,0,否,三星,是
2136,1,-1,-1,3,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,6,-1,,6,11,2,否,男,5G,否,0.0,是,0.0,0.0,277,0,苹果,A2404,61.2,277,61.0,457,0.0,8470259,0,是,三星,是
2137,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,3,4,-1,6,-1,,21,16,0,否,女,5G,否,0.0,是,0.0,0.0,235,0,欧珀,PCCM00,56.7,235,56.3,92,0.0,21650765,0,是,三星,是
2138,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,0,0,否,女,5G,否,0.0,是,0.0,0.0,139,0,步步高,V2061A,147.7,139,212.8,237,0.0,13471841,0,是,三星,否
2139,1,-1,-1,-1,-1,5,6,7,98,在地铁和高铁打起电话无法接通,1,-1,-1,-1,-1,-1,98,一进地铁和农村电话没有网,18,35,7,否,女,4G,否,0.0,是,0.0,0.0,2091,0,苹果,A2223,175.27,2091,136.63,1370,0.0,13151191,0,否,银卡,是
2140,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,-1,-1,,8,42,1,否,女,4G,否,0.0,是,0.0,0.0,280,0,欧珀,PAAM00,66.6,280,53.0,196,0.0,73904957,0,否,三星,否
2141,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,20,12,0,否,女,4G,否,0.0,是,0.0,0.0,355,0,华为,LYA-AL00,21.0,355,21.0,227,6.46792300206732e-07,77304569,50,否,二星,否
2142,1,1,-1,-1,4,5,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,39,16,1,否,女,5G,否,0.0,是,0.0,0.0,155,0,苹果,A2639,123.0,155,123.0,359,0.0,7380482,0,是,银卡,否
2143,1,1,-1,-1,-1,-1,6,7,-1,,-1,2,-1,4,5,-1,-1,,0,10,0,否,女,4G,否,0.0,是,0.0,0.0,211,0,华为,VOG-AL00,8.0,211,8.0,33,0.0,89311,0,否,二星,否
2144,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,40,0,0,否,男,4G,否,0.0,是,0.0,0.0,206,0,华为,SEA-AL10,120.7,206,89.7,238,0.0,25319294,0,否,银卡,否
2145,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,37,5,0,否,女,4G,否,0.0,是,0.0,0.0,198,0,苹果,iPhone X A1865,99.0,198,129.3,130,0.0,14291699,0,否,三星,是
2146,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,21,69,4,否,男,4G,否,0.0,是,0.0,0.0,401,0,苹果,A2408,75.0,401,75.0,291,0.0,24634119,0,否,三星,是
2147,1,-1,2,-1,-1,-1,-1,-1,-1,,1,2,3,-1,-1,-1,-1,,16,18,4,否,男,4G,否,0.0,是,0.0,0.0,393,0,小米科技,M1803E1A,65.0,393,58.0,115,0.0,12265678,0,否,三星,是
2148,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,5,2,否,男,5G,否,0.0,是,0.0,0.0,204,0,小米科技,M2007J17C,62.97,204,26.95,361,0.0,45609440,0,是,三星,否
2149,1,1,2,3,-1,5,6,7,-1,,1,2,3,4,-1,6,-1,,14,30,3,否,女,5G,否,0.0,是,0.0,0.0,271,0,苹果,A2639,143.4,271,143.1,225,0.0,8317683,0,是,银卡,否
2150,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,23,1,否,男,5G,否,0.0,是,0.0,0.0,273,0,中兴,ZTE A2020N2 Pro,128.3,273,131.5,1433,0.0,15775716,0,是,金卡,否
2151,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,2,0,否,男,4G,否,0.0,是,0.0,0.0,186,0,华为,HMA-AL00,27.17,186,139.0,70,0.0,2738476,0,否,三星,否
2152,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,9,1,否,男,5G,否,0.0,是,0.0,0.0,192,0,苹果,A2634,18.1,192,32.44,295,0.0,83720,0,是,二星,否
2153,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,21,47,24,否,男,4G,是,0.0,是,0.0,0.0,1730,0,华为,ELE-TL00,205.0,1730,198.0,1184,0.0,12437084,0,否,银卡,否
2154,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,24,0,否,女,5G,是,0.0,是,0.0,0.0,418,0,小米科技,M2002J9E,61.3,418,65.0,456,0.0,41987285,0,是,三星,否
2155,1,-1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,12,6,0,否,男,4G,否,0.0,是,0.0,0.0,842,0,苹果,A2223,65.0,842,60.0,433,0.0,53651997,0,否,三星,是
2156,1,-1,-1,-1,-1,-1,-1,7,-1,,1,-1,-1,-1,-1,6,-1,,0,3,2,否,男,4G,否,0.0,是,0.0,0.107883817427386,964,104,苹果,A2104,330.9,964,322.3,820,0.110691544127023,34857631,3858445,否,白金卡,是
2157,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,6,79,3,否,男,5G,否,0.0,是,0.0,0.0,245,0,苹果,A2634,18.0,245,18.0,241,0.0,954672,0,是,三星,否
2158,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,8,0,否,男,4G,否,0.0,是,0.0,0.0,343,0,三星,SM-N9860,60.0,343,60.0,380,0.0,2260745,0,否,三星,否
2159,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,6,-1,,21,30,15,否,男,5G,否,0.0,是,0.0,0.0,2045,0,苹果,A2644,209.6,2045,185.0,1608,0.0,37421287,0,是,银卡,否
2160,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,10,4,否,性别不详,4G,否,99.56,是,30.0,0.0,608,0,苹果,A2404,144.68,608,83.52,362,0.0,12186589,0,否,二星,否
2161,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,7,否,男,4G,否,0.0,是,0.0,0.0,153,0,华为,VOG-AL00,115.0,153,115.0,104,0.0,46421771,0,否,银卡,是
2162,1,1,-1,-1,-1,5,-1,-1,-1,,-1,2,3,4,-1,6,-1,,156,33,5,否,男,4G,否,0.0,是,0.0,0.0,1143,0,华为,LIO-AL00,65.0,1143,58.0,1096,0.0,23289566,0,否,三星,是
2163,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,1,3,0,否,男,4G,否,0.0,是,0.0,0.0,178,0,华为,VOG-AL00,60.0,178,60.0,100,0.0,3844360,0,否,三星,否
2164,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,0,0,否,女,4G,否,0.0,是,0.0,0.0,125,0,华为,EVR-AL00,28.0,125,28.0,107,0.0,11078139,0,否,三星,否
2165,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,17,1,否,男,4G,否,0.0,是,0.0,0.0,513,0,苹果,iPhone 7Plus A1661,60.15,513,60.0,399,0.0,16587101,0,否,三星,是
2166,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,12,27,2,否,男,4G,否,0.0,是,0.0,0.0,332,0,华为,AKA-AL10,8.0,332,8.0,177,0.0,42353440,0,否,二星,否
2167,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,26,4,0,否,女,4G,是,0.0,是,0.0,0.0,141,0,华为,ELE-AL00,16.0,141,23.85,245,0.0,16558270,0,否,三星,否
2168,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,1,0,0,否,女,4G,否,0.0,是,0.0,0.0,160,0,苹果,iPhone 7Plus A1661,83.0,160,83.0,292,1.25826883158949e-06,31789709,40,否,三星,否
2169,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,-1,-1,,5,23,2,否,性别不详,4G,否,52.41,是,1.41,0.0,212,0,中国移动,SP200,177.41,212,146.1,294,0.0,57021678,0,否,银卡,否
2170,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,6,3,否,性别不详,4G,否,0.0,是,0.0,0.0,243,0,华为,VOG-AL10,48.57,243,38.0,178,0.0,17340284,0,否,三星,否
2171,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,12,10,1,否,男,4G,否,0.0,是,0.0,0.0,176,0,苹果,iPhone X A1865,26.28,176,29.94,203,0.0,17816748,0,否,三星,否
2172,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,女,4G,否,19.36,是,5.51,0.0,186,0,苹果,A2104,5.51,186,0.0,79,0.0,1883608,0,否,三星,否
2173,1,-1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,-1,-1,,6,76,8,否,男,4G,否,0.0,是,0.0,0.0,900,0,苹果,iPhone 7Plus A1661,1.7,900,2.2,1039,0.0,37404501,0,否,一星,否
2174,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,0,3,否,女,5G,否,0.0,是,0.0,0.0,508,0,小米科技,M2011K2C,42.0,508,42.0,278,0.0,17500344,0,是,三星,是
2175,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,女,4G,否,0.0,是,0.0,0.0,168,0,华为,VOG-AL00,22.4,168,26.4,111,0.0,5035409,0,否,三星,否
2176,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,41,1,1,否,男,5G,否,0.0,是,0.0,0.0,654,0,欧珀,PEHM00,135.0,654,55.75,568,0.0,74029025,0,是,三星,否
2177,1,1,-1,-1,-1,-1,-1,7,-1,,-1,-1,-1,4,-1,-1,-1,,7,4,0,否,男,5G,否,0.0,是,0.0,0.0,184,0,华为,EVR-AN00,471.97,184,469.0,252,0.0,11440581,0,是,钻石卡,否
2178,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,75,24,0,否,男,4G,否,0.0,是,0.0,0.0,232,0,华为,NOH-AL10,58.0,232,58.0,150,0.0,25326194,0,否,三星,是
2179,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,10,2,否,男,4G,否,0.0,是,0.0,0.0,217,0,华为,LIO-AL00,146.0,217,146.0,353,0.0,11881282,0,否,银卡,否
2180,1,1,2,-1,4,5,-1,-1,-1,,1,2,3,-1,5,-1,-1,,128,39,1,否,男,4G,否,0.0,是,0.0,0.0102880658436214,486,5,苹果,iPhone X A1865,131.0,486,131.5,748,0.00150032763927496,10259759,15393,否,银卡,是
2181,1,1,2,-1,-1,5,-1,7,-1,,1,2,3,4,-1,6,-1,,28,19,0,否,女,5G,否,0.0,是,0.0,0.0,182,0,苹果,A2639,95.0,182,91.0,208,0.0,47886935,0,是,银卡,否
2182,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,11,5,否,男,5G,否,0.0,是,0.0,0.0,319,0,欧珀,PEGM00,10.0,319,10.0,243,0.000402157321174697,6644166,2672,是,一星,否
2183,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,5G,否,115.4,是,16.3,0.0,135,0,华为,NOH-AN00,44.0,135,25.0,58,0.0,13773526,0,是,三星,否
2184,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,0,否,男,4G,否,77.72,是,20.0,0.0,175,0,华为,LRA-AL00,99.69,175,54.27,194,0.0,20086224,0,否,三星,否
2185,1,1,-1,-1,4,5,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,,6,26,8,否,男,5G,否,0.0,是,0.0,0.0,515,0,苹果,A2404,110.0,515,110.0,451,0.0,12293299,0,是,银卡,否
2186,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,3,-1,-1,-1,-1,,0,0,0,否,男,5G,否,0.0,是,0.0,0.0,238,0,苹果,A2644,58.0,238,58.0,254,0.0,3091204,0,是,三星,否
2187,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,7,1,否,女,4G,否,0.0,是,0.0,0.156626506024096,249,39,三星,SM-G9600/DS,74.0,249,166.21,286,0.274172144520473,19943638,5467990,否,三星,否
2188,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,82,8,2,否,男,4G,否,0.0,是,0.0,0.0,426,0,华为,VOG-AL10,56.0,426,56.0,353,0.0,8880914,0,否,三星,是
2189,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,24,24,2,否,女,5G,否,0.0,是,0.0,0.0,258,0,苹果,A2408,99.0,258,99.15,237,0.0,7343844,0,是,三星,是
2190,1,-1,-1,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,6,-1,,77,80,2,否,男,5G,否,0.0,是,0.0,0.0,399,0,华为,ANY-AN00,19.0,399,18.0,273,0.0,5854779,0,是,三星,否
2191,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,15,9,5,否,男,5G,否,0.0,是,0.0,0.0,1832,0,华为,ELS-AN10,109.6,1832,109.0,1103,0.0,8430086,0,是,银卡,否
2192,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,28,10,0,否,女,4G,否,0.0,是,0.0,0.0,199,0,苹果,A2100,103.0,199,103.15,387,0.0,15205960,0,否,银卡,是
2193,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,102,4,1,否,男,4G,否,0.0,是,0.0,0.0,186,0,苹果,iPhone 8 Plus A1864,17.0,186,15.2,212,0.0,1519689,0,否,三星,否
2194,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,19,26,2,否,男,4G,否,0.0,是,0.0,0.0,560,0,华为,ALP-AL00,140.0,560,140.0,579,0.0,10712100,0,否,银卡,否
2195,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,否,男,5G,否,0.0,是,0.0,0.0,439,0,华为,LIO-AN00,45.0,439,45.0,342,0.0,11544824,0,是,三星,否
2196,1,1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,0,6,0,否,男,5G,否,0.0,是,0.0,0.0,222,0,苹果,A2404,90.1,222,90.0,199,0.0,10576665,0,是,银卡,否
2197,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,7,0,0,否,男,4G,否,0.0,是,0.0,0.0,235,0,小米科技,M2006C3LC,69.5,235,69.0,510,0.0,62449842,0,否,二星,否
2198,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,18,1,否,男,4G,否,0.0,是,0.0,0.0,211,0,亿城,YC202,58.0,211,86.0,120,0.0,1112292,0,否,三星,否
2199,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,1,0,否,男,5G,否,0.0,是,0.0,0.0,285,0,苹果,A2404,105.0,285,90.0,303,0.0,614682,0,是,银卡,否
2200,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,129,12,4,否,男,4G,否,0.0,是,0.0,0.0,341,0,0,0,40.0,341,15.0,81,0.0,823990,0,否,一星,否
2201,1,-1,-1,-1,-1,5,6,-1,-1,,1,-1,-1,4,5,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,158,0,华为,WLZ-AN00,14.4,158,12.7,216,0.0,354,0,否,三星,否
2202,1,1,-1,-1,-1,5,-1,7,-1,,1,2,3,4,-1,-1,-1,,3,2,3,否,男,5G,否,0.0,是,0.0,0.0,1950,0,苹果,A2404,79.0,1950,79.0,1493,0.0,20921585,0,是,二星,否
2203,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,7,2,否,女,5G,否,0.0,是,0.0,0.0,268,0,小米科技,M2001J2C,64.24,268,42.6,114,0.0,9652910,0,是,三星,否
2204,1,1,2,3,4,5,6,7,-1,,1,2,3,4,-1,6,-1,,15,25,5,否,男,5G,否,0.0,是,0.0,0.0,644,0,欧珀,PEMM00,53.45,644,53.0,480,0.0,33301649,0,是,三星,否
2205,1,1,2,3,4,5,6,7,-1,,1,2,3,4,5,6,-1,,5,27,7,否,女,4G,否,0.0,是,0.0,0.0,1916,0,苹果,A2104,155.58,1916,112.94,1478,0.0,27043495,0,否,三星,否
2206,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,4,2,否,女,5G,否,0.0,是,0.0,0.0,248,0,小米科技,M2007J17C,10.0,248,11.0,368,0.0,5353548,0,是,三星,否
2207,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,5,18,0,否,女,5G,否,0.0,是,0.0,0.0,312,0,苹果,A2634,80.0,312,80.0,468,0.0,23625110,0,是,三星,是
2208,1,-1,-1,-1,-1,5,6,-1,-1,,1,-1,-1,4,-1,6,-1,,6,8,0,否,女,4G,是,110.68,是,26.68,0.0,218,0,欧珀,PCHM30,54.77,218,40.86,58,0.0,68441614,0,否,一星,否
2209,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,6,160,22,否,男,5G,是,0.0,是,0.0,0.0,1772,0,华为,TET-AN00,98.68,1772,138.58,1746,0.0,1394305,0,是,三星,否
2210,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,33,5,否,男,4G,否,0.0,是,0.0,0.07265625,1280,93,华为,VOG-AL10,270.0,1280,270.0,1471,0.108012015780283,38290314,4135814,否,白金卡,否
2211,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,5,1,0,否,男,4G,否,0.0,是,0.0,0.0,569,0,华为,SEA-AL10,49.8,569,55.7,384,0.0,18254816,0,否,一星,否
2212,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,3,6,3,否,男,4G,否,0.0,是,0.0,0.0,305,0,华为,PAR-AL00,60.0,305,60.0,355,0.0,39130838,0,否,三星,是
2213,1,-1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,-1,-1,-1,-1,,3,25,4,否,男,4G,否,0.0,是,0.0,0.0,635,0,苹果,iPhone X A1865,141.0,635,141.0,805,0.0,8167898,0,否,银卡,否
2214,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,5,0,否,男,5G,否,0.0,是,0.0,0.0,220,0,苹果,A2404,68.66,220,64.4,90,0.0,15234959,0,是,三星,否
2215,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,33,0,0,否,男,4G,否,149.66,是,30.0,0.0,357,0,华为,HRY-AL00Ta,88.0,357,58.0,204,0.0,23462683,0,否,三星,否
2216,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,1,0,1,否,男,5G,否,0.0,是,0.0,0.0,135,0,华为,TAS-AN00,74.0,135,74.0,187,0.0,2483104,0,是,三星,否
2217,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,36,12,1,否,男,4G,否,0.0,是,0.0,0.0,304,0,苹果,A2104,150.0,304,207.0,73,0.0,66126574,0,否,三星,是
2218,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,342,6,0,否,男,4G,否,0.0,是,0.0,0.0,148,0,欧珀,PBCM10,90.0,148,84.0,121,0.0,32815617,0,否,三星,否
2219,1,-1,2,-1,-1,5,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,43,4,1,否,女,4G,否,0.0,是,0.0,0.0,226,0,苹果,A2223,41.19,226,8.97,55,9.67829352328597e-06,11158992,108,否,三星,否
2220,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,27,2,否,男,4G,否,0.0,是,0.0,0.0,257,0,欧珀,PEDM00,18.0,257,18.0,289,0.0,88264,0,否,三星,否
2221,1,-1,-1,-1,-1,-1,-1,-1,98,户外,1,2,-1,-1,-1,-1,-1,,160,39,4,否,男,4G,否,0.0,是,0.0,0.0,2980,0,华为,COL-AL10,263.99,2980,84.9,587,0.000128640101106606,15951480,2052,否,三星,否
2222,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,720,0,小米科技,M1906G7T,48.85,720,18.35,332,0.0,5105032,0,否,三星,否
2223,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,6,-1,,6,25,1,否,男,4G,否,0.0,是,0.0,0.0,754,0,华为,JKM-AL00b,109.1,754,108.8,649,0.0,5796736,0,否,三星,否
2224,1,1,2,-1,-1,-1,-1,-1,98,山区,1,2,-1,4,-1,6,-1,,5,0,16,否,男,5G,否,0.0,是,0.0,0.0,182,0,小米科技,2106118C,135.0,182,128.0,57,0.0,12614698,0,是,银卡,是
2225,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,18,0,否,男,4G,否,0.0,是,0.0,0.0,478,0,欧珀,PCPM00,51.0,478,51.0,281,0.0,11405114,0,否,银卡,否
2226,1,1,2,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,6,25,33,否,男,5G,否,0.0,是,0.0,0.0,692,0,苹果,iPhone 7 A1660,182.35,692,128.3,110,0.0,3753427,0,是,银卡,否
2227,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,46,16,2,否,男,4G,否,0.0,是,0.0,0.0,416,0,华为,HRY-AL00,21.0,416,117.7,845,0.0,76464840,0,否,二星,否
2228,1,1,2,-1,-1,-1,6,-1,-1,,-1,-1,-1,4,-1,6,-1,,1,0,3,否,男,5G,否,0.0,是,0.0,0.0,675,0,华为,ANG-AN00,290.0,675,290.0,465,0.0,20143708,0,是,白金卡,否
2229,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,11,8,否,男,4G,否,0.0,是,0.0,0.0,464,0,华为,TAS-AL00,70.0,464,60.0,309,0.0,17299899,0,否,三星,是
2230,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,38,13,6,否,男,4G,否,0.0,是,0.0,0.0,266,0,华为,BKL-AL00,63.0,266,67.75,485,0.00441804943749267,14795896,65369,否,三星,否
2231,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,9,1,否,男,4G,否,0.0,是,0.0,0.0,248,0,小米科技,M1901F9E,31.0,248,31.0,483,0.0,22502741,0,否,二星,否
2232,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,12,0,否,男,4G,否,0.0,是,0.0,0.0,307,0,华为,NAM-AL00,49.0,307,55.08,411,0.0,50626726,0,否,三星,否
2233,1,1,2,-1,4,5,-1,7,-1,,-1,2,-1,4,-1,6,-1,,3,20,0,否,男,5G,是,0.0,是,0.0,0.0,170,0,苹果,A2629,85.0,170,88.1,352,0.0,1195218,0,是,三星,否
2234,1,1,-1,-1,4,5,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,0,1,否,男,5G,否,0.0,是,0.0,0.0,347,0,小米科技,M2011K2C,95.0,347,95.0,410,0.0,20791466,0,是,三星,是
2235,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,48,6,否,男,4G,否,0.0,是,0.0,0.0,370,0,步步高,vivo Y83A,90.0,370,90.0,389,0.0,826894,0,否,三星,否
2236,1,-1,-1,-1,4,-1,-1,7,-1,,1,-1,-1,-1,-1,-1,-1,,0,7,0,否,女,4G,否,0.0,是,0.0,0.0,336,0,华为,VOG-AL10,401.9,336,398.0,270,0.0,3319078,0,否,白金卡,否
2237,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,17,0,否,女,5G,否,0.0,是,0.0,0.0,305,0,苹果,A2634,60.2,305,60.0,401,0.0,22483999,0,是,三星,是
2238,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,5,6,0,否,女,4G,否,0.0,是,0.0,0.0,160,0,步步高,V2049A,100.0,160,100.0,182,0.0,27905965,0,否,三星,是
2239,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,2,0,否,女,4G,否,29.84,是,3.0,0.0,283,0,华为,HMA-AL00,30.3,283,25.0,130,0.0,64230247,0,否,二星,否
2240,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,18,1,否,性别不详,5G,否,0.0,是,0.0,0.0,155,0,华为,LIO-AN00m,28.0,155,28.0,188,0.0,2898155,0,是,三星,否
2241,1,1,-1,-1,4,5,-1,-1,-1,,1,2,3,4,-1,6,-1,,39,25,2,否,女,5G,否,0.0,是,0.0,0.0,373,0,苹果,A2634,112.25,373,114.75,261,0.0,21535564,0,是,银卡,是
2242,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,7,4,否,性别不详,5G,否,0.0,是,0.0,0.0,170,0,苹果,A2634,28.6,170,20.0,105,0.0,22328442,0,是,三星,否
2243,1,1,-1,-1,4,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,26,9,1,否,女,5G,否,0.0,是,0.0,0.0,238,0,苹果,A2408,169.0,238,169.0,255,0.0,18384329,0,是,银卡,否
2244,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,8,0,否,男,4G,否,0.0,是,0.0,0.0,178,0,苹果,A2223,29.0,178,29.0,226,0.0,64726,0,否,三星,否
